"group_name","kb_id","query_id","query_text","context_id","top1","hit3","source1","source2","source3","content1","content2","content3","error"
"title-only","bb183bb6-7a3b-48c1-991a-ac6d3098494d","TRIAL_526_QUERY_3","515年正月宣武帝驾崩，高英杀胡充华为什么没有成功？","TRIAL_526","True","True","cmrc_merged_for_upload.md","cmrc_merged_for_upload.md","cmrc_merged_for_upload.md","高英（），北魏宣武帝元恪的第二任皇后，来自高句丽，其父高偃是高照容的次兄。母亲是武邑郡君王氏。高英初为贵嫔，生下儿子，早夭，有说可能是高英畏于杀母立子的祖规而亲自下手的。508年她和叔叔高肇联手毒杀顺皇后于氏。七月高英立为皇后，备受宠爱。高英御夫很严，不少妃嫔直到元恪崩逝都没能承幸过一次，因此之后元恪仅有一个儿子元诩出世养成。高英虽然是高句丽高家嫁入北魏皇家的第二位皇后（第一位是她的姑姑高照容），但高照容生前宠势有限，皇后系追封，而她儿子元恪少年时代与外祖一家也比较生疏。及至高英成为皇后，她有较强的活动能力，并且很受宠爱，对后宫控制非常严厉，高句丽高家亦因此大有权势。但由于叔侄皆锋芒过露，排挤异己阴狠毒辣，引起时人的强烈反感。高英又生下女儿建德公主。胡充华（后来的灵太后）生太子，元恪不忍杀她，高英则多次欲害死她未果。515年正月宣武帝驾崩，高英又欲杀胡充华即当时的胡贵嫔，但中给事刘腾、中庶子侯刚、领军将军于忠、侍中、中书监、太子少傅崔光保护了胡贵嫔。孝明帝元诩即位，二月高英尊为皇太后，当月高肇即被杀，胡贵嫔被尊为皇太妃。三月，高英被迫出俗为尼，徙居金墉瑶光寺，非大节庆不得入宫。八月，胡太妃被尊为皇太后，并留下高英的六岁女儿建德公主，亲自抚养。518年九月高英去探望母亲武邑郡君。当时发生月食，传为国母将崩，胡太后打算以高英挡灾，遂在当夜秘密在高英母亲的宅第杀害高英，尸体送还瑶光寺。十月高英被以尼姑身份葬于邙山，谥顺皇后，百官送葬。高英生时早以凶悍狠毒出名，但胡太后当国之后比她尚有过之而无不及，因此高英之死反而得到了时人的同情。古代史料提到高英时多称为宣武高皇后、崇宪高太后。近年其墓志出土，得知其名。高英之姊为崔模之继室。
---","Source: TRIAL_526_高英.md","《越南亡国史》（越南语：Việt Nam Vong Quốc Sử），越南史书，由越南革命家潘佩珠于二十世纪初期写成。当时越南正受法国统治，潘佩珠于1905年到日本求援，并用汉文写成本书（书中采用别号「巢南子」）。本书记述了越南近代历史、法国殖民当局的暴行及爱国志士们的抗法活动，以图唤起越南人民奋起团结，摆脱殖民统治及争取独立。《越南亡国史》的作者潘佩珠，为十九世纪晚期、二十世纪早期的越南革命家。当时，越南正受法国的殖民统治，丧失独立。潘佩珠响应抗法运动，于1904年创立维新会，准备武装起义。1905年，潘佩珠到日本求援，并遇上中国维新派人物梁启超。潘佩珠与梁启超讨论当时越南政局，并深得其关注。梁启超建议：「法人在越种种苛状，举世界无知者，子（潘佩珠）为我言之，我为子播之，或亦可以唤起世界舆轮于万一」，潘佩珠为此感动，「因抆泪以著是篇」，用汉文写成《越南亡国史》（采用别号「巢南子」）。梁启超又为之作叙，并资助出版。据梁启超于乙巳年（1905年）九月为本书写的「叙」，以及他的「例言」所说，《越南亡国史》是「巢南子自述，其间文字不有雅驯处，悉仍之，存其真也」，以尊重本书原貌。此外，本书又并非完全用中国语文来表述，「书中尚有用越南字者，盖著者之意，非徒哀告于他国，实欲以并警其国人也」。《越南亡国史》分成以下部份：※梁启超为免中国人「于越南兴亡陈迹知之者希，骤观是书，或且茫然。故特编《越南小志》一卷以为参攷，亦采集旧籍十数种以成之也。」此外，在上海人民出版社、上海书店出版社出版的《中法战争》第七册，还收有《越南亡国史》的「前录」，为梁启超与潘佩珠谈话的笔录及梁启超本人的感想。潘佩珠于越南殖民时期写成《越南亡国史》，而在该时代中，世上不少国家都受列强的威胁或侵占。因此，梁启超便注意到本书对弱国人民的启发性：「吾最近得交一越南亡命客（潘佩珠），尝有以语我来，吾闻之而不知其涕洟之何从也。顾我不自哀而哀人耶，人将哀我。读此编毋哀焉而惧焉，其或虑几。」《越南亡国史》写成后，便由梁启超资助印刷出版，如由他所编的《各国兴亡小史八种》，便收录了本书以及其著作《越南小志》。其后，由邵循正、聂崇岐、张雁深、林树惠、单士魁等编成的中国近代史资料《中法战争》，亦收录了该书。  </div>
---",""
"title-only","bb183bb6-7a3b-48c1-991a-ac6d3098494d","TRIAL_526_QUERY_4","高英是怎么死的？","TRIAL_526","True","True","cmrc_merged_for_upload.md","cmrc_merged_for_upload.md","cmrc_merged_for_upload.md","高英（），北魏宣武帝元恪的第二任皇后，来自高句丽，其父高偃是高照容的次兄。母亲是武邑郡君王氏。高英初为贵嫔，生下儿子，早夭，有说可能是高英畏于杀母立子的祖规而亲自下手的。508年她和叔叔高肇联手毒杀顺皇后于氏。七月高英立为皇后，备受宠爱。高英御夫很严，不少妃嫔直到元恪崩逝都没能承幸过一次，因此之后元恪仅有一个儿子元诩出世养成。高英虽然是高句丽高家嫁入北魏皇家的第二位皇后（第一位是她的姑姑高照容），但高照容生前宠势有限，皇后系追封，而她儿子元恪少年时代与外祖一家也比较生疏。及至高英成为皇后，她有较强的活动能力，并且很受宠爱，对后宫控制非常严厉，高句丽高家亦因此大有权势。但由于叔侄皆锋芒过露，排挤异己阴狠毒辣，引起时人的强烈反感。高英又生下女儿建德公主。胡充华（后来的灵太后）生太子，元恪不忍杀她，高英则多次欲害死她未果。515年正月宣武帝驾崩，高英又欲杀胡充华即当时的胡贵嫔，但中给事刘腾、中庶子侯刚、领军将军于忠、侍中、中书监、太子少傅崔光保护了胡贵嫔。孝明帝元诩即位，二月高英尊为皇太后，当月高肇即被杀，胡贵嫔被尊为皇太妃。三月，高英被迫出俗为尼，徙居金墉瑶光寺，非大节庆不得入宫。八月，胡太妃被尊为皇太后，并留下高英的六岁女儿建德公主，亲自抚养。518年九月高英去探望母亲武邑郡君。当时发生月食，传为国母将崩，胡太后打算以高英挡灾，遂在当夜秘密在高英母亲的宅第杀害高英，尸体送还瑶光寺。十月高英被以尼姑身份葬于邙山，谥顺皇后，百官送葬。高英生时早以凶悍狠毒出名，但胡太后当国之后比她尚有过之而无不及，因此高英之死反而得到了时人的同情。古代史料提到高英时多称为宣武高皇后、崇宪高太后。近年其墓志出土，得知其名。高英之姊为崔模之继室。
---","Source: TRIAL_526_高英.md","《GOTH 断掌事件》是日本小说家乙一的小说。获得第3届「本格MYSTERY大赏」。之后改编为漫画及真人版电影。单行本全2册（文库版）。1.『GOTH断掌事件 夜之章』（收录「黑暗系」「狗」「记忆」）角川文库：ISBN 4-04-425304-82.『GOTH断掌事件 我之章』（收录「断掌事件」「土」「声音」）角川文库:ISBN 4-04-425305-6高中生的「我」和森野夜对人持有的阴暗面强烈地吸引。那样的二人，带出6件猎奇性事件。捡到与最近发生的连续杀人事件有关系的笔记本的森野夜，向「我」现出那个笔记本。在那上面写著还没被发现的尸体的放置地方，二人决定找出尸体。发生了不论动物、男女老少只切断手拿走这样的事件。能指定那个犯人的「我」，实行了某个计划。在街道里发生狗被连续领走事件。「我」追到犯人的罪行现场。「我」和森野夜，在她为治愈失眠而买东西归途，听她说起关于她失眠原因的过去的事件。有将活人放入棺材埋葬的癖好的男人—佐伯，找到了第二名牺牲者。废病房楼发生了的女性惨杀事件。那个受害者的妹妹，被那个事件的犯人自报姓名的少年交付一盒录音带。以「断掌事件」「黑暗系」「土」「记忆」的顺序收录，「狗」没被漫画化。「记忆」以组合原作「记忆」和「声音」展开故事。2007年7月27日摄影开始，8月18日结束（撮影期21日）。摄影结束后，前制片人山田俊辅被证明用虚伪报告从角川映画诈取电影版权后逃跑，制作中断。2008年5月23日在前制片人失踪状态下完成制作。2008年12月20日在日本上映。
---",""
"title-only","bb183bb6-7a3b-48c1-991a-ac6d3098494d","TRIAL_282_QUERY_0","摩尔甘比足球俱乐部是哪个地方的足球俱乐部？","TRIAL_282","True","True","cmrc_merged_for_upload.md","cmrc_merged_for_upload.md","cmrc_merged_for_upload.md","摩尔甘比足球俱乐部（）是位于英格兰西北兰开夏郡渡假小镇莫克姆（Morecambe）的足球俱乐部。于2007年透过附加赛在球队历史内首次升级到英格兰足球联赛，现时在英格兰乙级联赛中作赛。""参见2015年至2016年英格兰足球乙级联赛""地球体育场（Globe Arena）位于英格兰兰开夏郡莫克姆（Morecambe）的足球场，取代自1921年已开始使用的基士堤公园球场（Christie Park），成为摩甘比的主场球场，以建造球场的「地球建筑公司」（Globe Construction）命名。2009年5月9日接收地盘进行平整工地，于同年9月初动工兴建上盖，由于工程延误，揭幕日期推迟一个球季至2010/11年球季才正式启用，于2010年8月10日英格兰联赛杯第一圈对-{zh-hans:考文垂; zh-hk:高云地利;}-进行首场赛事，摩甘比旗开得胜以2-0淘汰较高级别的对手，新加盟的安德鲁·弗莱明（Andrew ""Andy"" Fleming）包办两个入球。地球体育场可以容纳6,476名观众，其中在草坪长边的主看台有2,173个坐席，对面是可容606名观众没有顶盖的阶梯看台，龙门后方是主场及作客球迷看台，西看台可容2,234名主场球迷，而东看台则可让1,389名作客球迷进场观战。
---","Source: TRIAL_282_摩尔甘比足球俱乐部.md","Source: TRIAL_970_渠成 (足球运动员).md",""
"title-only","bb183bb6-7a3b-48c1-991a-ac6d3098494d","TRIAL_282_QUERY_1","地球体育场能容纳多少名观众？","TRIAL_282","False","False","cmrc_merged_for_upload.md","cmrc_merged_for_upload.md","cmrc_merged_for_upload.md","百老汇剧院（），简称百老汇，是指包括在美国纽约曼克顿剧院区域以及林肯中心一带的剧院所演出的戏剧，其中有39间大型专业剧院拥有超过500座位。因为剧院大多数皆在百老汇街道附近的地方，故被统称为百老汇剧院。百老汇以演出音乐剧著名，亦常常有戏剧、歌剧、舞蹈等等的表演，和伦敦的西区剧院（West End）同为英语世界中最著名的剧院区域。百老汇剧院区域是纽约巿的重要旅游景点。据统计，百老汇在2009年到2010年的剧季的票房收益大约是$10.2亿美金。百老汇剧院以地理和受大众欢迎的程度分为三种，分别是百老汇音乐剧（Broadway），外百老汇音乐剧（Off Broadway），外外百老汇音乐剧（Off Off Broadway，或译「第三戏剧(界)」、「先锋派戏剧」）。外外百老汇音乐剧有相当多实验戏剧的形式，也最便宜，如果票房很好，就会被移到外百老汇加强宣传，而只有受到大众欢迎、票房非常好的才会在内百老汇上演。在地理上来说，在纽约百老汇大街上，44街至53街之间的剧院称为内百老汇（也就是百老汇），而百老汇大街41街和56街上的剧院则称为外百老汇。纽约在大约1750年开始建成第一座剧院，二十世纪初音乐剧的发展开始蓬勃，直至如今百老汇已经成为剧院林立的区域。虽然其间经历1919年美国罢工、1920年代电影业、二次世界大战、经济大萧条等的挑战。
---","《real world》为日本音乐团体EXILE（放浪兄弟）的第15张单曲。2004年6月30日于日本发行。Oricon最高排行第1、初动销量7.7万张、累计销量12.6万张日本电视系现场职棒转播《1球的紧张感 LIVE 2004》的形象曲，第二首歌是SHUN为个人活动布局的第1弹《清木场俊介》名义的歌曲《谢谢》。所以发行前评价很高，加上前作《Carry On/命运注定》广受好评，因而获得EXILE第一次的Oricon公信榜单曲榜第1名。但之后销量并未延伸，累计停在约12万张。2007年波士顿红袜队的松坂大辅在美国联盟的决赛最终战先发上投手丘的时候使用的入场歌曲。理由据说是因为歌词不错，《如果不拿出成果 那一切都将在这里结束》这段歌词相当符合自己的处境。松坂大辅特别演出2008年3月发售、收录在精选专辑《EXILE CATCHY BEST》版本的PV。AKIRA说《因为知道原曲，所以希望作出能不愧对于原曲的PV》。2008年3月播放的《CDTV×Sacas！》节目中第一次于公开场合演唱。
---","美国足球年度最佳运动员（U.S. Soccer Athlete of the Year）是由美国足球协会（United States Soccer Federation）在每年颁发给当年表现最出色的美国足球运动员，是历史最悠久的主要美国足球奖项，并由雪佛兰赞助。选举票数50%来自「美国足球网」（ussoccer.com）注册成员的网上投票，余下的50%分别来自国内体育传媒及足球界代表，包括国家队教练及美国足球协会董事会成员等。这个奖项不可与本田美国国家足球队年度最佳球员（Honda Player of the Year）混淆，后者由美国体育传媒挑选美国国家队年度最佳球员。
---",""
"title-only","bb183bb6-7a3b-48c1-991a-ac6d3098494d","TRIAL_282_QUERY_2","20此球队何时首次升级到英格兰足球联赛的？","TRIAL_282","True","True","cmrc_merged_for_upload.md","cmrc_merged_for_upload.md","cmrc_merged_for_upload.md","摩尔甘比足球俱乐部（）是位于英格兰西北兰开夏郡渡假小镇莫克姆（Morecambe）的足球俱乐部。于2007年透过附加赛在球队历史内首次升级到英格兰足球联赛，现时在英格兰乙级联赛中作赛。""参见2015年至2016年英格兰足球乙级联赛""地球体育场（Globe Arena）位于英格兰兰开夏郡莫克姆（Morecambe）的足球场，取代自1921年已开始使用的基士堤公园球场（Christie Park），成为摩甘比的主场球场，以建造球场的「地球建筑公司」（Globe Construction）命名。2009年5月9日接收地盘进行平整工地，于同年9月初动工兴建上盖，由于工程延误，揭幕日期推迟一个球季至2010/11年球季才正式启用，于2010年8月10日英格兰联赛杯第一圈对-{zh-hans:考文垂; zh-hk:高云地利;}-进行首场赛事，摩甘比旗开得胜以2-0淘汰较高级别的对手，新加盟的安德鲁·弗莱明（Andrew ""Andy"" Fleming）包办两个入球。地球体育场可以容纳6,476名观众，其中在草坪长边的主看台有2,173个坐席，对面是可容606名观众没有顶盖的阶梯看台，龙门后方是主场及作客球迷看台，西看台可容2,234名主场球迷，而东看台则可让1,389名作客球迷进场观战。
---","《real world》为日本音乐团体EXILE（放浪兄弟）的第15张单曲。2004年6月30日于日本发行。Oricon最高排行第1、初动销量7.7万张、累计销量12.6万张日本电视系现场职棒转播《1球的紧张感 LIVE 2004》的形象曲，第二首歌是SHUN为个人活动布局的第1弹《清木场俊介》名义的歌曲《谢谢》。所以发行前评价很高，加上前作《Carry On/命运注定》广受好评，因而获得EXILE第一次的Oricon公信榜单曲榜第1名。但之后销量并未延伸，累计停在约12万张。2007年波士顿红袜队的松坂大辅在美国联盟的决赛最终战先发上投手丘的时候使用的入场歌曲。理由据说是因为歌词不错，《如果不拿出成果 那一切都将在这里结束》这段歌词相当符合自己的处境。松坂大辅特别演出2008年3月发售、收录在精选专辑《EXILE CATCHY BEST》版本的PV。AKIRA说《因为知道原曲，所以希望作出能不愧对于原曲的PV》。2008年3月播放的《CDTV×Sacas！》节目中第一次于公开场合演唱。
---","美国足球年度最佳运动员（U.S. Soccer Athlete of the Year）是由美国足球协会（United States Soccer Federation）在每年颁发给当年表现最出色的美国足球运动员，是历史最悠久的主要美国足球奖项，并由雪佛兰赞助。选举票数50%来自「美国足球网」（ussoccer.com）注册成员的网上投票，余下的50%分别来自国内体育传媒及足球界代表，包括国家队教练及美国足球协会董事会成员等。这个奖项不可与本田美国国家足球队年度最佳球员（Honda Player of the Year）混淆，后者由美国体育传媒挑选美国国家队年度最佳球员。
---",""
"title-only","bb183bb6-7a3b-48c1-991a-ac6d3098494d","TRIAL_282_QUERY_3","英格兰兰开夏郡莫克姆的足球场取代的是哪一个足球场？","TRIAL_282","True","True","cmrc_merged_for_upload.md","cmrc_merged_for_upload.md","cmrc_merged_for_upload.md","摩尔甘比足球俱乐部（）是位于英格兰西北兰开夏郡渡假小镇莫克姆（Morecambe）的足球俱乐部。于2007年透过附加赛在球队历史内首次升级到英格兰足球联赛，现时在英格兰乙级联赛中作赛。""参见2015年至2016年英格兰足球乙级联赛""地球体育场（Globe Arena）位于英格兰兰开夏郡莫克姆（Morecambe）的足球场，取代自1921年已开始使用的基士堤公园球场（Christie Park），成为摩甘比的主场球场，以建造球场的「地球建筑公司」（Globe Construction）命名。2009年5月9日接收地盘进行平整工地，于同年9月初动工兴建上盖，由于工程延误，揭幕日期推迟一个球季至2010/11年球季才正式启用，于2010年8月10日英格兰联赛杯第一圈对-{zh-hans:考文垂; zh-hk:高云地利;}-进行首场赛事，摩甘比旗开得胜以2-0淘汰较高级别的对手，新加盟的安德鲁·弗莱明（Andrew ""Andy"" Fleming）包办两个入球。地球体育场可以容纳6,476名观众，其中在草坪长边的主看台有2,173个坐席，对面是可容606名观众没有顶盖的阶梯看台，龙门后方是主场及作客球迷看台，西看台可容2,234名主场球迷，而东看台则可让1,389名作客球迷进场观战。
---","《real world》为日本音乐团体EXILE（放浪兄弟）的第15张单曲。2004年6月30日于日本发行。Oricon最高排行第1、初动销量7.7万张、累计销量12.6万张日本电视系现场职棒转播《1球的紧张感 LIVE 2004》的形象曲，第二首歌是SHUN为个人活动布局的第1弹《清木场俊介》名义的歌曲《谢谢》。所以发行前评价很高，加上前作《Carry On/命运注定》广受好评，因而获得EXILE第一次的Oricon公信榜单曲榜第1名。但之后销量并未延伸，累计停在约12万张。2007年波士顿红袜队的松坂大辅在美国联盟的决赛最终战先发上投手丘的时候使用的入场歌曲。理由据说是因为歌词不错，《如果不拿出成果 那一切都将在这里结束》这段歌词相当符合自己的处境。松坂大辅特别演出2008年3月发售、收录在精选专辑《EXILE CATCHY BEST》版本的PV。AKIRA说《因为知道原曲，所以希望作出能不愧对于原曲的PV》。2008年3月播放的《CDTV×Sacas！》节目中第一次于公开场合演唱。
---","兆康苑总站（英文：Siu Hong Court Bus Terminus）位于香港屯门兆康路兆康苑内，邻近港铁西铁线兆康站及轻铁兆康站，现时有3条巴士路线以此处为总站。是由九龙巴士营运的一条路线，提供屯门兆康苑、富泰、景峰花园、新墟及华都花园单向前往黄大仙、新蒲岗、彩虹、九龙湾至观塘市中心，只于早上繁忙时间提供特快服务。于2016年10月31日起投入服务。只在平日上午于兆康苑开出1班。是由九龙巴士营运的一条路线，提供兆康苑、富泰、景峰花园及华都花园往来荃湾及葵涌的巴士服务。于1983年5月16日起配合兆康苑落成而投入服务。是由九龙巴士营运的一条路线，提供兆康苑、屯门东北及华都花园往来长沙湾及旺角的巴士服务。于1988年9月25日起投入服务。
---",""
"title-only","bb183bb6-7a3b-48c1-991a-ac6d3098494d","TRIAL_282_QUERY_4","草坪长边的主看台有多少个坐席？","TRIAL_282","False","False","cmrc_merged_for_upload.md","cmrc_merged_for_upload.md","cmrc_merged_for_upload.md","百老汇剧院（），简称百老汇，是指包括在美国纽约曼克顿剧院区域以及林肯中心一带的剧院所演出的戏剧，其中有39间大型专业剧院拥有超过500座位。因为剧院大多数皆在百老汇街道附近的地方，故被统称为百老汇剧院。百老汇以演出音乐剧著名，亦常常有戏剧、歌剧、舞蹈等等的表演，和伦敦的西区剧院（West End）同为英语世界中最著名的剧院区域。百老汇剧院区域是纽约巿的重要旅游景点。据统计，百老汇在2009年到2010年的剧季的票房收益大约是$10.2亿美金。百老汇剧院以地理和受大众欢迎的程度分为三种，分别是百老汇音乐剧（Broadway），外百老汇音乐剧（Off Broadway），外外百老汇音乐剧（Off Off Broadway，或译「第三戏剧(界)」、「先锋派戏剧」）。外外百老汇音乐剧有相当多实验戏剧的形式，也最便宜，如果票房很好，就会被移到外百老汇加强宣传，而只有受到大众欢迎、票房非常好的才会在内百老汇上演。在地理上来说，在纽约百老汇大街上，44街至53街之间的剧院称为内百老汇（也就是百老汇），而百老汇大街41街和56街上的剧院则称为外百老汇。纽约在大约1750年开始建成第一座剧院，二十世纪初音乐剧的发展开始蓬勃，直至如今百老汇已经成为剧院林立的区域。虽然其间经历1919年美国罢工、1920年代电影业、二次世界大战、经济大萧条等的挑战。
---","标准杆，是一个高尔夫球运动术语，用以定义某一球洞从开球到完成进洞所需要的挥杆次数，以作为比赛成绩的参考依据。标准杆数是指在单一球场，或者单一球洞范畴内，预先估计的完成杆数；标准杆数也被定义为：在高尔夫竞赛中，选手将球从开球区击到球洞内所预先估计的所需击球次数。单一球场的标准杆数一般为该球场的所有球洞标准杆数之总和。每个洞的标准杆数由该洞场地大小决定。一般高尔夫球场设4个3杆洞，4个5杆洞和10个4杆洞。一般的，许多球场为18洞，标准杆72杆。某些人士想当然的以为有所谓三鹰球（Condor），但事实上在正式比赛中是不存在的。所谓三鹰就是单一洞低于标准杆4杆，也就是说，只有在五杆长洞一杆进洞才有可能出现。然而，五杆洞设计理念就是让球员无论如何也不可能开球上果岭，一杆进洞则更无可能。因此，-4在理论上并不存在的。双鹰球（double eagle），也称信天翁（albatross）或金鹰（golden eagle），总杆数低于标准杆数三杆。总杆数低于标准杆数两杆称为老鹰（Eagle），或者简称老鹰。总杆数低于标准杆数一杆完成比赛，称为小鸟球（Birdie），或者简称小鸟、勃迪。总杆数等于标准杆数，称为平标准杆（Par）。总杆数高于标准杆数一杆称为柏忌（Bogey）。总杆数高于标准杆数两杆称为双柏忌（Double Bogey）。总杆数高于标准杆数三杆称为三柏忌（Triple Bogey）。总杆数高于标准杆数四杆称为四柏忌（Quadruple Bogey）。
---","民主纪念碑（），位于泰国的首都曼谷之巴差铁巴黛路（Pracha Thipatai）、的通路（Ti Thong；又名打金路）及拍喃五路中段（Ratcha Damnoen Klang）之间的一个公共纪念碑。即大致介乎皇家田及金山寺之间。该纪念碑是为纪念1932年6月24日，暹罗发生政变导致由帝制变成君主立宪。策动该场政变的陆军元帅：銮披汶·颂堪要建设一座西化的纪念碑来像征曼谷的西化。当年建立这座纪念碑时，原居于此地的中国华侨居民及商店被驱逐，只有60天搬迁通知期。为了扩大拍喃五路中段，造成林荫大道，需要砍伐数以百计的参天巨树，引发日后一个严重的空气混沌问题。中心碑（图一所示）为代表暹罗在1932年的宪法之雕塑，它的顶部之两个黄金碗的表面被刻有一门砲台。它被4个翼状结构（图二）象征性地守卫著，代表暹罗的武装力量：陆军、海军、空军及警察，联合策动了1932年的政变。翼状结构高24公呎，标志著1932年 6月发生政变。中央砲台为3公呎高，因为6月为暹罗的3月。初期有75门小炮台围绕著纪念碑，表示在佛历2475年的政变。后来减为六门，表示銮披汶·颂堪政权公报的政策：「独立、团结、平等、自由、经济及教育」。两台翼状的喷泉(图三)的模样，佛教像征的蛇；主题：「军队争取民主」（图四）显示军队作战为民主。主题：「人民作主」（图五）显示一名士兵保护暹罗人。主题：「美好生活」（图六）显示代表了社会意识形态的军事政权。一位市民坐成佛样的姿态，持有剑和一台天坪，代表军队和司法分别坐落在市中心，两旁从左至右代表：体育、教育、佛教及艺术。代表运动为一位全裸男子推铅球，完全是欧洲的产物。
---",""
"title-only","bb183bb6-7a3b-48c1-991a-ac6d3098494d","TRIAL_265_QUERY_0","为什么放线菌酮不适合用于人体？","TRIAL_265","True","True","cmrc_merged_for_upload.md","cmrc_merged_for_upload.md","cmrc_merged_for_upload.md","放线菌酮是一种具苦味的物质，在真核生物中对蛋白质生物合成过程有抑制效应的化合物，它是灰色链霉菌（）的一种产物。它通过干扰蛋白质合成过程中的易位步骤而阻碍转译过程。在生物药学研究中放线菌酮常被用来抑制生物体外真核细胞的蛋白质合成。这个方法非常有效、快速和廉价。而且通过将放线菌酮从试管中去除掉可以很快地取消它的作用。由于放线菌酮拥有非常强烈的毒性，包括损害DNA、导致畸形胎儿和其它对繁殖过程的效应（包括出生障碍和对精子的毒性），它一般只被用在体外的研究应用中，它不适宜在人体内作为抗菌素使用。过去在农业中它被用来作为杀真菌剂，但是由于对它的危险性的认识不断提高这个用法已经很少了。碱可以破坏放线菌酮，因此假如工作台面或者容器被放线菌酮污染后只要使用无害的碱溶液（比如肥皂）洗就可以了。在分子生物学中放线菌酮可被用来确定蛋白质（酶）的半衰期。使用放线菌酮处理细胞，然后使用蛋白质印迹法来显示要被研究的蛋白质随时间的数量变化。由于放线菌酮阻碍蛋白质的合成，细胞内的蛋白质不断减少。
---","Source: TRIAL_265_放线菌酮.md","Source: TRIAL_210_蓝线裸顶鲷.md",""
"title-only","bb183bb6-7a3b-48c1-991a-ac6d3098494d","TRIAL_265_QUERY_1","什么是放线菌酮？","TRIAL_265","True","True","cmrc_merged_for_upload.md","cmrc_merged_for_upload.md","cmrc_merged_for_upload.md","放线菌酮是一种具苦味的物质，在真核生物中对蛋白质生物合成过程有抑制效应的化合物，它是灰色链霉菌（）的一种产物。它通过干扰蛋白质合成过程中的易位步骤而阻碍转译过程。在生物药学研究中放线菌酮常被用来抑制生物体外真核细胞的蛋白质合成。这个方法非常有效、快速和廉价。而且通过将放线菌酮从试管中去除掉可以很快地取消它的作用。由于放线菌酮拥有非常强烈的毒性，包括损害DNA、导致畸形胎儿和其它对繁殖过程的效应（包括出生障碍和对精子的毒性），它一般只被用在体外的研究应用中，它不适宜在人体内作为抗菌素使用。过去在农业中它被用来作为杀真菌剂，但是由于对它的危险性的认识不断提高这个用法已经很少了。碱可以破坏放线菌酮，因此假如工作台面或者容器被放线菌酮污染后只要使用无害的碱溶液（比如肥皂）洗就可以了。在分子生物学中放线菌酮可被用来确定蛋白质（酶）的半衰期。使用放线菌酮处理细胞，然后使用蛋白质印迹法来显示要被研究的蛋白质随时间的数量变化。由于放线菌酮阻碍蛋白质的合成，细胞内的蛋白质不断减少。
---","Source: TRIAL_265_放线菌酮.md","京急逗子线（；）是一条连结日本神奈川县横滨市金泽区金泽八景站与神奈川县逗子市新逗子站，属于京滨急行电铁（京急）的铁路线。车站编号使用的路线记号为KK。早上（6时至6时半左右）及深夜（星期六及公众假期在金泽八景约21时54分开出最后一班车）是由金泽八景及新逗子之间折返，在其他行车时间、本线由横滨直通该站。是京急川崎 - 新逗子间运行的主要列车种别，也为京急本线内神奈川县内的速达种别、于1999年7月31日的时刻表改正中废除。早上繁忙时间往青砥・高砂（周六及假日只往品川）及北总线的速达列车、日中新逗子 - 金泽文库的区间列车和本线直达快车的交替驾驶、繁忙时间直通本线的特急之班距为10分钟。特急列车在逗子线内为各站停车。1952年3月至1965年，针对假日远足人士，改名「油壶」、「鹰取」等列车名，主要在逗子海岸至品川来回。都营浅草线直通新逗子发 至 浅草线押上、京成线青砥。所有列车停靠所有车站，因此省略不同列车种类的停车站。全线均位于神奈川县。2010年10月21日起，六浦－神武寺2.8公里的路段为京急线最长的站间距离。
---",""
"title-only","bb183bb6-7a3b-48c1-991a-ac6d3098494d","TRIAL_265_QUERY_2","放线菌酮是怎样阻碍转译过程的？","TRIAL_265","True","True","cmrc_merged_for_upload.md","cmrc_merged_for_upload.md","cmrc_merged_for_upload.md","放线菌酮是一种具苦味的物质，在真核生物中对蛋白质生物合成过程有抑制效应的化合物，它是灰色链霉菌（）的一种产物。它通过干扰蛋白质合成过程中的易位步骤而阻碍转译过程。在生物药学研究中放线菌酮常被用来抑制生物体外真核细胞的蛋白质合成。这个方法非常有效、快速和廉价。而且通过将放线菌酮从试管中去除掉可以很快地取消它的作用。由于放线菌酮拥有非常强烈的毒性，包括损害DNA、导致畸形胎儿和其它对繁殖过程的效应（包括出生障碍和对精子的毒性），它一般只被用在体外的研究应用中，它不适宜在人体内作为抗菌素使用。过去在农业中它被用来作为杀真菌剂，但是由于对它的危险性的认识不断提高这个用法已经很少了。碱可以破坏放线菌酮，因此假如工作台面或者容器被放线菌酮污染后只要使用无害的碱溶液（比如肥皂）洗就可以了。在分子生物学中放线菌酮可被用来确定蛋白质（酶）的半衰期。使用放线菌酮处理细胞，然后使用蛋白质印迹法来显示要被研究的蛋白质随时间的数量变化。由于放线菌酮阻碍蛋白质的合成，细胞内的蛋白质不断减少。
---","Source: TRIAL_265_放线菌酮.md","Source: TRIAL_141_约化群.md",""
